# ::id 443000
# ::tok L' opinion publique s' étant prononcée , les États de l' Union se déclarèrent les premiers .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 5-1.1.2 7-1.2.1.1 8-1.2.1.2 9-1.2.1.3.1 10-1.2.1.3.2 11-1.2.1.3.3 12-1.2.2 13-1.2.2 14-1.2.3.3 15-1.2.3.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label
                  :E (v9 / label~e.0)
                  :C (v10 / label~e.1)
                  :E (v11 / label~e.2))
           :P (v5 / label~e.3,5))
    :H (v3 / label
           :A (v6 / label
                  :E (v12 / label~e.7)
                  :C (v13 / label~e.8)
                  :E (v14 / label
                          :R (v17 / label~e.9)
                          :E (v18 / label~e.10)
                          :C (v19 / label~e.11)))
           :P (v7 / label~e.12,13)
           :D (v8 / label
                  :C (v15 / label~e.15)
                  :E (v16 / label~e.14))))
