# ::id 94000
# ::tok Si je donne ces détails très - succincts , c' est afin que chacun sache bien quelle est l' importance de cette compagnie de transports maritimes , connue du monde entier pour son intelligente gestion .
# ::alignments 0-1.1 1-1.2.1 2-1.2.2 3-1.2.3.1 4-1.2.3.2 5-1.2.3.3.1 7-1.2.3.3.2 9-1.3.1 11-1.3.3 12-1.3.4.1 13-1.3.4.2 14-1.3.4.3 15-1.3.4.4 16-1.3.4.5.1 18-1.3.4.5.3.1 19-1.3.4.5.3.2 20-1.3.4.5.4.1 21-1.3.4.5.4.2 22-1.3.4.5.4.3 23-1.3.4.5.4.4.1 24-1.3.4.5.4.4.2 25-1.3.4.5.4.4.3 27-1.3.4.5.4.5.2 28-1.3.4.5.4.5.3.1 29-1.3.4.5.4.5.3.2 30-1.3.4.5.4.5.3.3 31-1.3.4.5.4.5.4.1 32-1.3.4.5.4.5.4.2 33-1.3.4.5.4.5.4.3 34-1.3.4.5.4.5.4.4
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v5 / label~e.1)
           :P (v6 / label~e.2)
           :A (v7 / label
                  :E (v11 / label~e.3)
                  :C (v12 / label~e.4)
                  :E (v13 / label
                          :E (v19 / label~e.5)
                          :C (v20 / label~e.7))))
    :H (v4 / label
           :A (v8 / label~e.9)
           :S (v9 / label~e.11)
           :A (v10 / label
                   :R (v14 / label~e.12)
                   :A (v15 / label~e.13)
                   :P (v16 / label~e.14)
                   :D (v17 / label~e.15)
                   :A (v18 / label
                           :R (v21 / label~e.16)
                           :S (v22 / label
                                   :E (v24 / label~e.18)
                                   :C (v25 / label~e.19))
                           :A (v23 / label
                                   :R (v26 / label~e.20)
                                   :E (v27 / label~e.21)
                                   :C (v28 / label~e.22)
                                   :E (v29 / label
                                           :R (v31 / label~e.23)
                                           :C (v32 / label~e.24)
                                           :E (v33 / label~e.25))
                                   :E (v30 / label
                                           :A v28
                                           :S (v34 / label~e.27)
                                           :A (v35 / label
                                                   :R (v37 / label~e.28)
                                                   :C (v38 / label~e.29)
                                                   :E (v39 / label~e.30))
                                           :A (v36 / label
                                                   :R (v40 / label~e.31)
                                                   :E (v41 / label~e.32)
                                                   :E (v42 / label~e.33)
                                                   :C (v43 / label~e.34))))))))
